content,content_stem,target
Great phone!.,great phone,0
"I've been here a couple of times.  The first time was on first fridays.  I expected it to be packed, but I was able to walk right in and be seated.  They had a table reserved and they must not have shown, so we lucked out.  I got the Sante Fe, a roast beef panini, and it was great.  They had some good beers on tap too.  Its a cool little funky place to grab a good sandwhich.  The second time I came here it was after a concert.  There was some horrible band playing that I wish would have shut up so I could hear the people in front of me without having to feel sharp pains in my ear, but the meal was still good and I liked it.  Any place that is open late close to downtown is perfect, especially since the kitchen doesn't close until 12:30",coupl time first first friday expect pack abl walk right seat tabl reserv must shown luck got sant fe roast beef panini great good beer tap cool littl funki place grab good sandwhich second came concert horribl band play wish would shut could hear peopl front without feel sharp pain ear meal still good like place open late close downtown perfect especi sinc kitchen close,0
Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.,best found far tri bluetooth best qualiti listen well eas use,0
"I went for lunch with a large group and the place was pleasantly empty. The decor is very modern and has a comfortable lounge style.

The chips and salsa are a great starter. You get three tasty kinds of salsa: brown, red, and pico de gallo. The tortilla chips are fried perfectly. They are extremely light and crispy.

I tried the steak tostadas. The meat had a food flavor and the tortillas were nice and crunchy. The red jalapeño and fresh cilantro on top brought excitement to each bite. 

The dishes are small, but they are are also inexpensive at $6-10 each. Along with the chips and salsa, I got plenty of food, so portion sizes are only an issue for big eaters. It seems like a great place to share several dishes between everyone. 

I would definately go back for the food, but I wonder if this place becomes a standing-room only drunk fest when it gets busier and later in the evening (if so, no thanks).",went lunch larg group place pleasantli empti decor modern comfort loung style chip salsa great starter get three tasti kind salsa brown red pico de gallo tortilla chip fri perfectli extrem light crispi tri steak tostada meat food flavor tortilla nice crunchi red jalap fresh cilantro top brought excit bite dish small also inexpens along chip salsa got plenti food portion size issu big eater seem like great place share sever dish everyon would defin go back food wonder place becom stand room drunk fest get busier later even thank,0
"I like the ease of purchase n guaranteed refund should things go wrong. Like the fact Shopee doesn't ignore complaints n act on them quickly. But I find vouchers, discount, flash deals promo events confusing. Prefer to have these info available or make known to buyers each time we search for or look at particular item.",like eas purchas n guarante refund thing go wrong like fact ignor complaint n act quickli find voucher discount flash deal promo event confus prefer info avail make known buyer search look particular,0
"I ordered this as soon as it was available and it arrived this morning. For background, I also have an Apple TV, which I hate but my kids love. I also have various WDTV models, Which I love. The reason the kids love the Apple TV is that the interface is so slick and quick, which the WDTV certainly lacks in. This Fire TV is even better IMO than the Apple TV and the WDTV doesn't even come close. Unfortunately, the Fire TV misses in a huge way for me by not allowing the play of external content through the USB port from attached storage or memory stick. If it had that capability, and hopefully it will in the future This would be the perfect device. This is why I am still hanging on to my WDTV as my go to player. It will play virtually any file format you throw at it which is a priority to me. I have been reading about the Plex app and that may satisfy my needs as well, but I haven't dug deeper or tested it out. If that is not the case for you, than the Fire TV would be a great option. I am not familiar with Roku, because I could never justify the purchase due to the inability to play content from local storage. Unfortunately I jumped the gun with the Fire TV because I saw that it did have a USB port and made the assumption it would support external content. Hopefully this will come in a future firmware release otherwise maybe Plex will be able to fill that gap for me. Bottom line, if external content is not important, I would recommend this Fire TV due to the availability of Prime content and the fact the interface is beautiful and very quick. The Apple TV should only be a consideration over this if you are a fanatic Apple loyalist, or you have a tremendous amount of itunes content you want to be able to utilize.",order soon avail arriv morn background also appl tv hate kid love also variou wdtv model love reason kid love appl tv interfac slick quick wdtv certainli lack fire tv even better imo appl tv wdtv even come close unfortun fire tv miss huge way allow play extern content usb port attach storag memori stick capabl hope futur would perfect still hang wdtv go player play virtual file format throw prioriti read plex may satisfi need well dug deeper test case fire tv would great option familiar roku could never justifi purchas due inabl play content local storag unfortun jump gun fire tv saw usb port made assumpt would support extern content hope come futur firmwar releas otherwis mayb plex abl fill gap bottom line extern content import would recommend fire tv due avail prime content fact interfac beauti quick appl tv consider fanat appl loyalist tremend amount itun content want abl util,0
"Went to the market for the first time today and I enjoyed myself.  

I loved seeing the herbs and plants I could grow for my own veggies (some of them were ""pre-tortured under the AZ sun""... loved that line) and smelling all the great concoctions that people make.

The creativity... it's awesome.  I love going to those craft fairs and seeing stuff, but I like seeing soaps and art and other various items that people will put together on their own.

It was super nice that they had portable evap coolers blowing down the aisles and lots of shade.  

It was very comfortable, lots of tasters and the music is great.

I told friends that I would be going here today, and they all said, ""Oh I wanna go!! I'm so jealous!!""

Now I see why. :)",went market first today enjoy love see herb plant could grow veggi pre tortur az sun love line smell great concoct peopl make creativ awesom love go craft fair see stuff like see soap art variou peopl put togeth super nice portabl evap cooler blow aisl lot shade comfort lot taster music great told friend would go today said oh wanna go jealou see,0
Good user interface. Easy to use. Much clarity during payment. I appreciate that shopee helps to ensure most products are genuine but of course purchases should be made with discernment. Pretty addictive if isn't careful.,good user interfac easi much clariti payment appreci help ensur product genuin cours purchas made discern pretti addict care,0
"We were excited when we found that we could add George and Sons to our delivery list.  The food is good, not great, but it was a great option on lazy nights.  Tonight when the food was delivered it seemed like the price was a bit high.  There wasn't an itemized receipt attached to the credit card slip so I said to the delivery guy this seems high.  He gave no explanation so I tipped as usual.  Well turns out that there is a $4 delivery charge so this guy made a pretty big tip for driving down the street. I have no problem with delivery charges because there are some crappy tippers out there; I just hate having extra charges slipped onto my bill with no explanation. This will probably be the last time we order.",excit found could add georg son deliveri list food good great great option lazi night tonight food deliv seem like price bit high item receipt attach credit card slip said deliveri guy seem high gave explan tip usual well turn deliveri charg guy made pretti big tip drive street problem deliveri charg crappi tipper hate extra charg slip onto bill explan probabl last order,1
"Been using this app for pretty long and it's really improved quite a lot now. Faster delivery nowadays but hopefully still improve to shorten more of the delivery time to attract more customers. More coupons, discounts and promotion please. Overall a good shopping app to use on a daily basis.",use pretti long realli improv quit lot faster deliveri nowaday hope still improv shorten deliveri attract custom coupon discount promot pleas overal good shop daili basi,0
The earpiece on this is too large or too heavy...it keeps falling out of my ear.,earpiec larg heavi keep fall ear,1
"I have been using Shopee for a long time but recently there are a lot of issues. My hp burns when I use the app (no issues while using any other apps), I cannot view lives (the screen is just blank) and I keep encountering error messages. I uninstalled and installed the app and it would be working fine until the issues come back again in 1-2 days time. I have uninstalled and installed the app for a couple of times now and its getting on my nerves.",use long recent lot issu hp burn issu use app cannot view live screen blank keep encount error messag uninstal instal would work fine issu come back day uninstal instal coupl time get nerv,1
"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",overal psych phone appoint contact get great recept,0
"Abridged: 
I'm gonna be real with you. I am not in love with Pizzeria Bianco, and had I actually had to wait in line, this rating would probably be lower. My group was lucky enough to receive the last table without any wait.

Maybe it was the fact that it's hard to impress me with pizza. Maybe it was a fluke that won't happen again. At least that's what everyone keeps telling me. But honestly, I just wasn't that impressed with the $19 pizza I received. Sadly, the leftovers I took home ended up being tossed because I was afraid to try it again. 

I've been worried about writing this for awhile (it's been sitting here unfinished for nearly a year), but in the end, my opinions haven't changed, and I sit here, still scared to return. If someone dragged me there again, or had a party there or something, I'd probably give it another shot, as I hate to write off any place after a single trip, but I honestly felt just eh about the whole thing. Thankfully none of my visiting out of town guests have cried for me to take them there.",abridg gonna real love pizzeria bianco actual wait line rate would probabl lower group lucki enough receiv last tabl without wait mayb fact hard impress pizza mayb fluke happen least everyon keep tell honestli impress pizza receiv sadli leftov took home end toss afraid tri worri write awhil sit unfinish nearli year end opinion chang sit still scare return someon drag parti someth probabl give anoth shot hate write place singl trip honestli felt eh whole thank none visit town guest cri take,1
"US Airways used to be right up there w/Continental.. now they're down there

I didn't even mind the fact that they started charging for their food.. 

But now they're going overboard.. 

I didn't want to bring a heavy jacket w/me to Cabo, so I wore a light jacket and I figured the standard blanket they give you during the flight would suffice.  I noticed there weren't any blankets on board and when I asked a flight attendant for one he said "".......yea.. for $7"" I almost started laughing cause I thought he was trying to crack a joke.   He wasn't.  

Introducing US Airways' ""nap pack"" comes w/crappy blanket, ear plugs, inflatable neck rest , for only $7!  Use the money you were previously going to use to purchase your online crappy meal for your standard necessities!  

So I decline.. and they must crank the A/C up ridiculously to tempt you to purchase their stupid nappy pack.. cause the tip of my nose was cold and I just couldn't sleep at all during my flight w hile I was trying cover every surface of my body w/my stretched out light jacket.

And you also suck cause you run out of your purchased meals...who doesn't pack enough for the flight?  You suck at even saving money for yourselves..",us airway use right w continent even mind fact start charg food go overboard want bring heavi jacket w cabo wore light jacket figur standard blanket give flight would suffic notic blanket board ask flight attend said yea almost start laugh caus thought tri crack joke introduc us airway nap pack come w crappi blanket ear plug inflat neck rest money previous go purchas onlin crappi meal standard necess declin must crank c ridicul tempt purchas stupid nappi pack caus tip nose cold sleep flight w hile tri cover everi surfac bodi w stretch light jacket also suck caus run purchas meal pack enough flight suck even save money,1
"Yummm. Love The Lady is A Scampi.. it's all I ever seem to order from this place. Can't get myself to stray. HUGE shrimp, pasta i perfect and full of flavor. As for everything else.. service was spot on, wait was only 30 minutes on a Friday night which is unheard of. One complaint.. ordered a dirty martini and there was no olive garnish :( But if that's the only problem..we're in pretty good shape.",yummm love ladi scampi ever seem order place get stray huge shrimp pasta perfect full flavor everyth els servic spot wait minut friday night unheard complaint order dirti martini oliv garnish problem pretti good shape,0
Great Hands Free Device.,great hand free,0
"Very convenient and reliable. However, goods in picture shown is big but actual size is smaller, so better find out the measurement before place order. Eventhough have some issues with some sellers but most of the sellers in shopee are good. I got my refund back and one of the seller also resend the missing item to me. I enjoy the free games and gain coins from the games which the coin can used to pay for item sold in Shopee. I love the discount vouchers too.",conveni reliabl howev good pictur shown big actual size smaller better find measur place order eventhough issu good got refund back also resend miss enjoy free game gain coin game coin use pay sold love discount voucher,0
I have the kindle fire but was frustrated when taking it to the beach. This model is easy to read on the beach and was easy to set up. You can't tell that it's refurbished - it looks brand new.,kindl fire frustrat take beach model easi beach easi set tell refurbish look brand new,0
"Why Meh? 
 
The state of repair on the games made this a voyage of discovery, e.g, with a 2 hour unlimited card I could work out which machines actually worked:) 

.I'd rather have a downed machine than something that is unplayable but maybe I'm just unlucky that I hit the 4/5 games with issues in my first plays. 

End Ghost Recon.. gun on left won't hold steady target  jumps all over. 
Opposite of it : Need for speed Carbon has a intermittent brake pedal which won't let the car go too fast)
Mechwarrior 4/ Beach-head 2000 unit.. Hideously slow , jumping frames, jerking hydraulics, broke after playing. 
Can't get 8 way direction on left side of tekken 5 

Gave up and played Galaga after that:) Yeah left / right fire that works:/
Variety is lacklustre, Shoot, Drive , and oh shoot AND drive is about all you get with rare fighting games, not a single vertical  / horizontal scroller",meh state repair game made voyag discoveri e g hour unlimit card could work machin actual work rather down machin someth unplay mayb unlucki hit game issu first play end ghost recon gun left hold steadi target jump opposit need speed carbon intermitt brake pedal let car go fast mechwarrior beach head unit hideous slow jump frame jerk hydraul broke play get way direct left side tekken gave play galaga yeah left right fire work varieti lacklustr shoot drive oh shoot drive get rare fight game singl vertic horizont scroller,1
App keep freezing and brings me back to main page. I need to keep scrolling to back to d page where d app crash.,keep freez bring back main page need keep scroll back page crash,1
Only had this a month but it's worked flawlessly so far.,month work flawlessli far,0
"Fits comfortably, came with three sizes of earbud tips.",fit comfort came three size earbud tip,0
It fits my ear well and is comfortable on.,fit ear well comfort,0
"Good water pressure.  $2 = 6 min. Cons- ""water pressure gun"" rubber tips come OFF -can scratch car paint. Had to back out since a car blocked me forward-then a hose (which I put back) caught my car. Hispanc guy gets angry/curses. The ceiling 360 degress brush holder gets jammed. 1 is bent. Stalls get muddy.  Vacuums not strong.",good water pressur min con water pressur gun rubber tip come scratch car paint back sinc car block forward hose put back caught car hispanc guy get angri curs ceil degress brush holder get jam bent stall get muddi vacuum strong,1
"Terribly inflexible customer service. I was in a hurry and accidentally exchanged my shopee coins for a $5 shopee mall voucher instead of the $5 beauty voucher that I wanted. Both cost the same amount of coins to exchange for. Approached the live chat agent on the SAME DAY to ask for a cancellation of the $5 shopee mall voucher exchange and was flatly denied. For a transaction that was made less than half a day ago, they couldn't make a simple exception to enhance a longterm customer experience.",terribl inflex custom servic hurri accident exchang coin mall voucher instead beauti voucher want cost amount coin exchang approach live chat agent day ask cancel mall voucher exchang flatli deni transact made less half day ago make simpl except enhanc longterm custom experi,1
Other restaurants have come and gone but this one has been there like what my wife said about 20 years existing in the area. Congratulations!!! I loved the old recipe sourdough pizza. I enjoyed it very much. Neighbors please help our local business survive. We need them to support our local community.,restaur come gone like wife said year exist area congratul love old recip sourdough pizza enjoy much neighbor pleas help local busi surviv need support local commun,0
"After using it for a month or two, am updating the stars for this portal. It's bad! Sellers are also always out of stock and they kept telling me to cancel my order. Looks like shoppee does not bother to vet their sellers. When I tried to contact shoppee via their ""contactus"" page, it will not submit. What a srewed up portal and customer contact page!!",use month two updat star portal also alway stock kept tell cancel order look like bother vet tri contact via contactu page submit srew portal custom contact page,1
"Okay, did I say bad??
WORSE.
Negative five stars.

From San Diego,
1. they made us wait in line for ticketing.
2. Made us go check our bags

3. Bag agent told us the flight has been delayed 35 min and we have to wait in the ""special needs"" line bc we were gonna miss our connection flight. 

4. Booked another flight. Meanwhile got barked at my a brainless, incompetent, mean lady that was a complete b*tch to us.
She told us there was plenty of time for our next flight and that we should patiently stand in line (and miss that flight).

5. Got on the runway. Plane circled around for about an hour. didn't take off.
6. ""mechanical problems"".
7. kept ppl on the plane for another hour.
8. kicked everybody off saying we weren't taking off on this plane.

9. made everybody wait in a long@$$ line that didn't move while we saw a ticketing agent to rebook our flight (while I held up a DELTA SUCKS sign made with pen and crayon on my sketchbook)

10. hours later after not knowing what to do with us, they placed us in a hotel in downtown SD.
11. We were to take an 8 PM flight the next day to LAX and then 2 hr and 45 min layover.
12. 11:45 PM plane from LAX to Tokyo.... scheduled 4 AM landing in the far east, you kidding me? 
13. THEY LOST MY LUGGAGE. 

~~*~*~*~*~*~*~* another incident:

LAX to Tokyo: ""mechanical problems""
stayed another hour on the plane.
Had them shuttle us to a hotel in the middle of nowhere.
Lost luggage on the way there. It fell out of a bus!

Next morning, 8 AM plane to Busan, Korea.

Seriously, you expect me to go to work on Monday after all this sh*t?!
Sorry Delta, I'm so exhausted, sick and tired of you.
F*CK YOU guys and your incompetence and sh*tty customer service  too.",okay say wors neg five star san diego made us wait line ticket made us go check bag bag agent told us flight delay min wait special need line bc gonna miss connect flight book anoth flight meanwhil got bark brainless incompet mean ladi complet b tch us told us plenti next flight patient stand line miss flight got runway plane circl around hour take mechan problem kept ppl plane anoth hour kick everybodi say take plane made everybodi wait long line move saw ticket agent rebook flight held delta suck sign made pen crayon sketchbook hour later know us place us hotel downtown sd take pm flight next day lax hr min layov pm plane lax tokyo schedul land far east kid lost luggag anoth incid lax tokyo mechan problem stay anoth hour plane shuttl us hotel middl nowher lost luggag way fell bu next morn plane busan korea serious expect go work monday sh sorri delta exhaust sick tire f ck guy incompet sh tti custom servic,1
"""Fake"" (or rather condescending) service from the ""Service Manager""...and he didn't even acknowledge me when I asked the status of my car (uh, more like IGNORE). Ended every sentence with an impolite ""No ma'am"" or ""Yes, ma'am""... ya get the scenario. Basically, the guy was a real JERK.

They couldn't even figure out HOW to fix my car, even when I TOLD them what was wrong with it ( had been diagnosed at the Dealership). Two guys were sitting there staring at the computer (as if it was going to magically speak to them). At least they didn't charge me, but what a waste of time waiting for 90 minutes....",fake rather condescend servic servic manag even acknowledg ask statu car uh like ignor end everi sentenc impolit ye ya get scenario basic guy real jerk even figur fix car even told wrong diagnos dealership two guy sit stare comput go magic speak least charg wast wait minut,1
"Gross, plain and simple!  I'll crave some quick Chinese Food and then I'm always upset.  What a waste of money!",gross plain simpl crave quick chines food alway upset wast money,1
"Shoppee is easy to use, however recently I saw my orders under (to ship) checked with seller, she said shipped, however no update on the movement.. this seller was not very responsive to my message, n I eventually cancelled the order.. then she told me shipped ..",easi howev recent saw order ship check said ship howev updat movement respons messag n eventu cancel order told ship,1
"we visited on april 15th and And also Sunday April 22..
I have twice now gone to your restaurant and twice been told that I couldnt use my BOGO coupon. The first time my mother went to pick up our order, she was told we didnt order the right food and we had to order off the main entress. The second time we ordered, I was told that we had to order off of the DINER SELECT menu. I did not have my coupon handy, and when I was able to read it, it says specifically, ""Offer valid for one complimentary Diner Select with the purchase of another entree. Complimentary Diner Select must be of equal or lesser value to purchase entree. Valid entrees include SIGNATURE DISHES, BOWLS, SALADS, DINER SELECTS AND LETTUCE WRAPS."" So why, on two separate occasions were we told conflicting information and not allowed to use the coupon, thus spending a small fortune on food, TWICE?!?!? Your customer service is far from what it used to be and I doubt you will be getting more of our business any time in the near future.",visit april th also sunday april twice gone restaur twice told couldnt bogo coupon first mother went pick order told didnt order right food order main entress second order told order diner select menu coupon handi abl say specif offer valid complimentari diner select purchas anoth entre complimentari diner select must equal lesser valu purchas entre valid entre includ signatur dish bowl salad diner select lettuc wrap two separ occas told conflict inform allow coupon thu spend small fortun food twice custom servic far use doubt get busi near futur,0
"Fast easy to use but, sometimes when i dont receive my items seller keep dispute and wont return. I even send video on spoilt items but no exchange or refund.",fast easi sometim dont receiv keep disput wont return even send video spoilt exchang refund,1
"This place is awful.  I bring my fourteen year old daughter along for services once in awhile, and on two occasions here they managed to seat me and skip her for other clients that did not have appointments.  They wont accept a tip from your debit/credit card which is pretty inconvenient if you don't carry cash.  They use a cheap base coat in an unmarked bottle that leaves my polish job looking funky. My mother was a loyal client until she got an infection in her toe after a visit.  I don't like to write bad reviews but this place does not deserve your business.",place aw bring fourteen year old daughter along servic awhil two occas manag seat skip client appoint wont accept tip debit credit card pretti inconveni carri cash cheap base coat unmark bottl leav polish job look funki mother loyal client got infect toe visit like write review place deserv busi,1
"I like these sort of ""mom & pop"" spots, small and intimate setting.  Great pizza!  I always enjoy the veggie pizza with jalapenos, oh so good!  And mu hubby loves the suicide wings, but we've tried almost everything off of the menu and you CANNOT go wrong.  Prices rock too!",like sort mom pop spot small intim set great pizza alway enjoy veggi pizza jalapeno oh good mu hubbi love suicid wing tri almost everyth menu cannot go wrong price rock,0
"It's unfair to review this mall on what it was - since it no longer is (and what it is isn't as good as what it was). It's also unfair to review this on what it will be - since it isn't that yet. 

Today, it's a mall I rarely visit. Apart from a few stores I would visit out of convenience or necessity, there's not much to offer compared to what it used to have. The fantastic movie theater, Jutenhoops, Alpine Ski Keller, Bear Cover, and even Ed Debevics are all long gone... oops, there I go bringing up the past. Seriously though, these were painful to lose - one by one.

So today, there's a Linens 'n' Things which is hardly unique, and a Trader Joe's which is nice to have in the area, and also a Sister's Attic and Closet upscale thrift stores which add a bit of much-needed flavor. The Chili's, the Bookstar, and Black Angus are still around. So is the jewelry store that has never really offered a compelling reason to enter. They've wedged an LA Fitness here and they've also added a Blimpie and an Arby's... all very healthy choices. 

Besides all of the generic shops and eateries and standard offerings, there's still a few unique experiences - though nothing like it used to... shit, there I go again. Anyway, so there's a few places that aren't screaming ""standard mall"" such as Pita Grill, a pipe and tobacco shoppe (you have to spell it that way in this case), a place to get eyewear, and some other small and uninteresting businesses. 

In that sense, I suppose this is has become a decent and convenient neighborhood strip mall. This is a shame really since it's lacking most of the key elements that made it really special. It's still a beautiful outdoor mall and the architecture alone makes it a unique alternative to the cookie-cutter malls that strategically litter the landscape of America. 

I'm worried about what they'll do to the architecture when they renovate this place someday, but I think the fact that this mall isn't terribly interesting anymore in general means it won't be so terribly missed when they lose that last remaining bit of ""special.""",unfair review mall sinc longer good also unfair review sinc yet today mall rare visit apart store would visit conveni necess much offer compar use fantast movi theater jutenhoop alpin ski keller bear cover even ed debev long gone oop go bring past serious though pain lose today linen n thing hardli uniqu trader joe nice area also sister attic closet upscal thrift store add bit much need flavor chili bookstar black angu still around jewelri store never realli offer compel reason enter wedg la fit also ad blimpi arbi healthi choic besid gener shop eateri standard offer still uniqu experi though noth like use shit go anyway place scream standard mall pita grill pipe tobacco shopp spell way case place get eyewear small uninterest busi sens suppos becom decent conveni neighborhood strip mall shame realli sinc lack key element made realli special still beauti outdoor mall architectur alon make uniqu altern cooki cutter mall strateg litter landscap america worri architectur renov place someday think fact mall terribl interest anymor gener mean terribl miss lose last remain bit special,1
"I work in fine dining, and this place would have failed any shoppers report. 

The server never introduced himself and was negligent in attention to us. 
The food portions were so small I was very disappointed that they charged so much.
Management was scared and hesitant to check in on us and primary paced the restaurant dreading any social interaction. 

My biggest concern and reason I am bothering to write this review is the PORTION SIZE. And perhaps it was just what we had ordered, but the Hamachi was barely more than two bites and the Dinosaur salad was just cheesy large kale pieces. 

Drinks were tasty. If ever I go back, it will be for their bar ONLY.",work fine dine place would fail shopper report server never introduc neglig attent us food portion small disappoint charg much manag scare hesit check us primari pace restaur dread social interact biggest concern reason bother write review portion size perhap order hamachi bare two bite dinosaur salad cheesi larg kale piec drink tasti ever go back bar,1
those product from china size are smaller cutting compare to standard. the color and patern are not accurate. sometimes received wrong selection.,product china size smaller cut compar standard color patern accur sometim receiv wrong select,1
"Always clean and accommodating to any workout schedule.  I work near by so it is very convenient to go at lunch.

Great amenities, even a pool, and classes.  Wish there were a few more yoga classes or classes geared to those of us that are out of shape/beginners, but I'll get there.",alway clean accommod workout schedul work near conveni go lunch great amen even pool class wish yoga class class gear us shape beginn get,0
"Liked the theme, didn't care for the execution.  Portions were scant, prices not commensurate with value.  All three diners were disappointed.  Left still hungry.",like theme care execut portion scant price commensur valu three diner disappoint left still hungri,1
"First off, the restaurant is dim and dark.. I thought the decor was a little off because they were going for a tropical Vietnam theme with banana trees in there and a waterfall fountain. The waiter there did not have a smile and didn't seem freindly, it looked like this was the last place he wanted to be at. The service sucked ass. I mean come on, there was only two tables including mines and 3.9/4 of the time, he didn't check up on us or refilled our water and we had to walk up to ask for our bill.. like seriously...? Are you that lazy. Bun Bo Hue was skimpy on the meat and had little veggies on the side. Pho had a rancid smell. Noodles in my sister's bun thit nuong were hard and watery (seemed like they were super old) Overall, I wouldn't recommend to ANYBODY.",first restaur dim dark thought decor littl go tropic vietnam theme banana tree waterfal fountain waiter smile seem freindli look like last place want servic suck ass mean come two tabl includ mine check us refil water walk ask bill like serious lazi bun bo hue skimpi meat littl veggi side pho rancid smell noodl sister bun thit nuong hard wateri seem like super old overal recommend anybodi,1
"I had eaten breakfast twice at the Chandler Chompies and loved it so I wanted my husband to try them.  However, we went to the Tempe location instead.  Much older restaurant (pretty worn) and it took some time for me not to be grossed out by the nasty overall smell of the place.  My breakfast wasn't half as good this time and my husband didn't like his either - just boring and not repeatable.  Hoping he'll give me another shot and we'll make the drive out to Chandler next time.",eaten breakfast twice chandler chompi love want husband tri howev went temp locat instead much older restaur pretti worn took gross nasti overal smell place breakfast half good husband like either bore repeat hope give anoth shot make drive chandler next,1
Two other AC companies were going to charge me double for the same fix.  Accutemp has a new customer for life!  Highly recommend!,two ac compani go charg doubl fix accutemp new custom life highli recommend,0
"I cannot use the free shipping voucher even though the order meet all the t&c and this only happens on some of the products. It turns out that the products that cannot apply the voucher have a snapshot with no free shipping special even though the live view has it. Please fix it quickly, it frustrates me a lot.",cannot free ship voucher even though order meet c happen product turn product cannot appli voucher snapshot free ship special even though live view pleas fix quickli frustrat lot,1
"After unsuccessfully attempting a walk in gel at the posh looking ""Sundrops"" nail salon with my two year old in tow, I was drawn to a half deserted strip mall just down the street and a small space in the center labeled Andy's Nails. I Yelped the place and saw the decent reviews so I walked in and was immediately attended to by the friendliest faces I've seen in a while. Despite the fact that I was short one babysitter, they began work on my nails right away and when my toddler got restless, one of the very nice owners picked her up and carried her around for 20 minutes!  Not only do they now offer Gelish gel manicures but they offer more colors than many other Arcadia/Biltmore/Camelback Corridor nail salons AND they're cheaper by anywhere from $5-$20! I'm definitely going back and going back soon! My toes are lonely...",unsuccess attempt walk gel posh look sundrop nail salon two year old tow drawn half desert strip mall street small space center label andi nail yelp place saw decent review walk immedi attend friendliest face seen despit fact short babysitt began work nail right away toddler got restless nice owner pick carri around minut offer gelish gel manicur offer color mani arcadia biltmor camelback corridor nail salon cheaper anywher definit go back go back soon toe lone,0
"I think there food is amazing!  However, it is a bit pricey which limits my trips there.  I love the white decor but hate how expensive the drinks are!  I ordered a Key Lime Martini and it was 15.00 for one and served in a tiny little glass!  Come on!

Additionally, last time I was there we went to the bar afterwards and most people were wearing flip flops which drives me nuts!  Take a shower, get dressed, put some effort in!  Save the flops for the pub!  Hopefully, it was just an off night because I really think it is a cool spot!",think food amaz howev bit pricey limit trip love white decor hate expens drink order key lime martini serv tini littl glass come addit last went bar afterward peopl wear flip flop drive nut take shower get dress put effort save flop pub hope night realli think cool spot,0
"(accidentally deleted previous review) Easy to navigate App. Shopee is one-stop platform for persons with health issues like myself, to shop for necessities at ease, without going to physical stores at overcrowded malls. In addition, Shopee provides overseas options for shoppers with budget limit, to purchase affordable items with acceptable quality. Alternatively, there are also local options for good quality and faster delivery. Shop and save with sellers' vouchers and Shopee vouchers/coins.",accident delet previou review easi navig stop platform person health issu like shop necess eas without go physic store overcrowd mall addit provid oversea option shopper budget limit purchas afford accept qualiti altern also local option good qualiti faster deliveri shop save voucher voucher coin,0
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",last less minut actual tri phone wife phone problem,1
"When issue with seller ,refund is very difficult also lousy & impatient agent like iwan just end chat without problem rectify...this is how shoppee settle issues??fortunately got another good agent which really helps me to resolve the issue.they also called me to verify ..thus at least they really settled the problem.keep it up.",issu refund difficult also lousi impati agent like iwan end chat without problem rectifi settl issu fortun got anoth good agent realli help resolv issu also call verifi thu least realli settl problem keep,0
The app is having issue. Many functions such as the shopping cart are not working. Need to uninstall and install but the error comes back after a few day.,issu mani function shop cart work need uninstal instal error come back day,1
"Simple, lightweight and great fit.",simpl lightweight great fit,0
"Came here on a Friday night to split some wings and a cheeseburger with the lady.  Well, if you want to split a burger they charge you $1.50 for this.  Hmm.  Why were my wings not charged an additional $1.50?  I understand their thought process but we were not hungry enough to order 2 dishes and waste food.  Also, for a sports bar on a Friday night, I expect beers to be continually full, not waiting 10 minutes in between.  I'll be back for the wings and for a change but the customer service definitely will be remembered.",came friday night split wing cheeseburg ladi well want split burger charg hmm wing charg addit understand thought process hungri enough order dish wast food also sport bar friday night expect beer continu full wait minut back wing chang custom servic definit rememb,0
"Tempe Beach Park - such a gem in our landlocked State...

Sure, it's a man-made water source, and yes - it's pretty nasty if you plan on swimming inside Tempe Town Lake, but it's gorgeous during the day and at night too!

I've done a handful of triathlons that started and ended at Tempe Beach Park, and most recently, I did the PetSmart Walk (go team Yelp) that took place at the park as well... 

With the proximity of the park to ASU / Mill Ave, it really is a fun place to go hang for an afternoon - no matter what's going on there...

My only words of wisdom - don't swallow the lake water!",temp beach park gem landlock state sure man made water sourc ye pretti nasti plan swim insid temp town lake gorgeou day night done hand triathlon start end temp beach park recent petsmart walk go team yelp took place park well proxim park asu mill ave realli fun place go hang afternoon matter go word wisdom swallow lake water,0
It's almost impossible to list items or to leave review using the app. You can type description or review halfway and it starts to pause and hang. This problem is not rectified and has been ongoing since last year.,almost imposs list leav review use type descript review halfway start paus hang problem rectifi ongo sinc last year,1
"Tis is a great shopping platform. However, App keeps closing by itself these 2 wks... When viewing or trying to make payment..so frustrated. Pls rectify this. Thks .",ti great shop platform howev keep close wk view tri make payment frustrat pl rectifi thk,0
"Awesome job rejuvenating this bar from the dark dive bar it was. They have a great selection of brews from all over AZ, the US, and the globe as well as a very decent wine list. Thus far I've tried the pork tacos and the grilled cheese, both of which were delicious. Service was a little on the slow side as our server was clearly over-loaded.",awesom job rejuven bar dark dive bar great select brew az us globe well decent wine list thu far tri pork taco grill chees delici servic littl slow side server clearli load,0
"Who keeps a product packaging after 3 months? If you want to make it a hassle for refund, just say no instead of giving ridiculous requirement. Hopeless !",keep product packag month want make hassl refund say instead give ridicul requir hopeless,1
